Operation,Amount,profit,Date,Time
Sell,91.1,2021-02-18,12:19:17
Sell,91.1,2021-02-18,12:19:40
Sell,91.1,2021-02-18,12:20:00
Buy,91.1,2021-02-18,12:20:01
